"Warning: Please don't close window during importing/exporting data","УВАГА: Будь-ласка, не закривайте вікна під-час імпорту/експорту даних"
"Export Filters","Фільтр експорту"
"Watermark File for %s","Файл водного знаку для %s"
"Data Format","Формат дати"
"This tab contains invalid data. Please solve the problem before saving.","Ця закладка вміщує невірні дані. Будь-ласка, виправіть це перед збереженням."
"This user no longer exists","Цього користувача більше не існує в системі"
"Price","Ціна"
"Price:","Ціна:"
"This is a required field.","Це поле є обов'язковим."
"This attribute shares the same value in all the stores","Цей атрибут використовує спільне значення для всіх груп магазинів"
"This attribute set don't have attributes which we can use for configurable product","Цей набір атрибутів не містить в собі атрибутів, котрі можуть використовуватись в конфігурованих продуктах"
"This account is","Цей обліковий запис є"
"Template","Шаблон"
"Default Template from Locale","Шаблон за замовчуванням з Locale"
"Path","Шлях"
"ID Path","Шлях ID"
"Target Path","Шлях до цілі"
"Path:","Шлях:"
"What is this?","Що це?"
"store(%s) scope","діапазон групи магазинів(%s)"
"to","до"
"of %s pages","з %s сторінок"
"Per Item","за шт."
"Save PEAR Config","зберегти налаштування PEAR "
"Extensions","модулі"
"per page","на сторінку"
"Provided Files","надані файли"
"Tracking number %s for %s assigned","номер операції відслідковування %s для %s був призначений"
"Invalid URL","невірний URL"
"Invalid input:","невірний ввід:"
"Get Image Base64","отримати зображення в Base64"
"Shipping origin","Місце походження доставки"
"My Account","Мій обліковий запис"
"Min","Мін."
"Minimum","Мінімум"
"Profile Wizard","Мастер створення профілю"
"Store View","Магазин"
"Max","Макс."
"Maximum","Максимум"
"Mb","Мб"
"Extension","Модуль"
"Package Extensions","Модулі пакетів"
"Shipping method must be specified","Метод доставки повинен бути заданим"
"Media (.avi, .flv, .swf)","Медіа (.avi, .flv, .swf)"
"No Templates Found","Жодного шаблону не знайдено"
"No search modules registered","Жодного модуля пошуку не зареєстровано"
"No profile loaded...","Жодного профілю не завантажено..."
"Done By:","Зроблено:"
"Done by:","Зроблено:"
"Per Order","За замовлення"
"Run Profile Inside This Window","Застосувати цьому вікніЗастосувати"
"Run in popup","Застосувати в спливаючому вікні"
"Run Profile","Застосувати профіль"
"Run Profile In Popup","Застосувати профіль в спливаючому вікні"
"Forgot your user name or password?","Забули логін або пароль?"
"Forgot your password?","Забули пароль?"
"Load Template","Завантажити шаблон"
"Load default template","Завантажити шаблон за замовчуванням"
"Download and Install","Завантажити та встановити"
"Upload File","Завантажити файл"
"Download Remote File","Завантажити файл з сервера"
"Upload Files","Завантажити файли"
"Upload and Install","Завантажити на встановити"
"Upload import file","Завантаження файлу імпорту"
"Upload Local File","Завантаження локального файлу"
"Upload local file:","Завантаження локального файлу:"
"Loading...","Завантаження..."
"Complete","Завершено"
"Invoice Totals","Загальні суми рахунку"
"Total Amount","Загальна сума"
"Total Refunded","Загальна сума відшкодувань"
"Order Totals","Загальна сума замовлення"
"Total Order Amount","Загальна сума замовлення "
"Total Invoiced","Загальна сума платежів"
"General Information","Загальна інфоормація"
"Dependencies","Залежності"
"Orders","Замовлення"
"Order #%s","Замовлення #%s"
"Order #%s (%s)","Замовлення #%s (%s)"
"Run","Запуск"
"No Data Found","Записів не знайдено"
"No records found.","Записів не знайдено"
"Retrieve Password","Запит паролю"
"Request Path","Запитуваний шлях"
"Save","Зберегти"
"Save Template","Зберегти шаблон"
"Save And Continue Edit","Зберегти та продовжити редагування"
"Save and Continue Editing","Зберегти та продовжити редагування"
"Save Role","Зберегти роль"
"Save data and Create Package","Зберегти дані та створити пакет"
"Save Currency Rates","Зберегти курс валют"
"Save User","Зберегти користувача"
"Save Config","Зберегти налаштування"
"Save cache settings","Зберегти налаштування кешу"
"Save Account","Зберегти обліковий запис"
"Save Profile","Зберегти профіль"
"Sales Report","Звіт про продажі"
"Wishlist Report","Звіт по списку бажань "
"Reports","Звіти"
"Contents","Зміст"
"Update","Зміна"
"Design change deleted","Зміни в дизайні видалені"
"Design change saved","Зміни в дизайні збережені"
"Resize","Змінити розмір"
"Unselect Visible","Зняти виділення з видимих"
"Unselect All","Зняти виділення зі всіх"
"Default Values","Значення за замовчуванням"
"Images","Зображення"
"Images (.gif, .jpg, .png)","Зображення (.gif, .jpg, .png)"
"Any Store","Будь-яака група магазинів"
"Any Visibility","Будь-яка видимість"
"Any Group","Будь-яка група"
"Any Status","Будь-який статус"
"Any Type","Будь-який тип"
"Any Attribute Set","Будь-який набір атрибутів"
"Please enter 6 or more characters.","Будь-ласка, введіть 6 або більше знаків."
"Please enter a number greater than 0 in this field.","Будь-ласка, введіть цифру більше 0 в це поле."
"Please enter a valid email address. For example johndoe@domain.com.","Будь-ласка, введіть вірну email адресу. 
Наприклад ivandoe@domain.com."
"Please enter a valid date.","Будь-ласка, введіть вірну дату."
"Please enter a valid URL. http:// is required","Будь-ласка, введіть вірний URL. Обов'язково поставте http:// перед адресою"
"Please enter a valid URL. For example http://www.example.com or www.example.com","Будь-ласка, введіть вірний URL. Наприклад http://www.example.com або www.example.com"
"Please enter a valid social security number. For example 123-45-6789.","Будь-ласка, введіть вірний номер соціального страхування. Наприклад 123-45-6789."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Будь-ласка, введіть вірний номер телефону. Наприклад (123) 456-7890 або 123-456-7890."
"Please enter a valid number in this field.","Будь-ласка, введіть вірний номер в це поле.."
"Please enter a valid credit card number.","Будь-ласка, введіть вірний номер кредитної картки."
"Please enter valid password.","Будь-ласка, введіть вірний пароль."
"Please enter a valid zip code.","Будь-ласка, введіть вірний поштовий код."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Будь-ласка, введіть вірний поштовий код. Наприклад 90602 або 90602-1234."
"Please enter a valid value from list","Будь-ласка, введіть вірне значення зі списку"
"Please enter a valid value, ex: 10,20,30","Будь-ласка, введіть вірне значення, напр.: 10,20,30"
"Please enter a valid $ amount. For example $100.00.","Будь-ласка, введіть дійсну суму $. Наприклад $100.00."
"Please select tag(s)","Будь-ласка, виберіть тег(и)"
"Please specify at least start or end date.","Будь-ласка, виберіть хоча б дату початку або кінцеву дату."
"Please select State/Province.","Будь-ласка, виберіть регіон/область."
"Please select review(s)","Будь-ласка, виберіть відгук(и)"
"Please select an option.","Будь-ласка, виберіть варіант."
"Please, select visible in stores to this poll first","Будь-ласка, виберіть видимість в групах магазинів для цього опитування спершу"
"Please select a store","Будь-ласка, виберіть групу магазинів"
"Please select customer(s)","Будь-ласка, виберіть клієнта(ів)"
"Please select a custmer","Будь-ласка, виберіть користувача"
"Please select one of the options.","Будь-ласка, виберіть один з варіантів."
"Please select one of the above options.","Будь-ласка, виберіть одну з вищенаведених варіантів."
"Please select catalog searches","Будь-ласка, виберіть пошуковий каталог"
"Please use numbers only in this field. please avoid spaces or other characters such as dots or commas.","Будь-ласка, використовуйте тільки цифри для цього поля. Уникайте використання пробілів та інших знаків, таких як крапчи чи коми."
"Please use in this field only ""a-z,0-9,_"".","Будь-ласка, використовуйте в цьому полі виключно знаки ""а-я,0-9,_""."
"Please use letters only (a-z) in this field.","Будь-ласка, використовуйте виключно літери (а-я) в цьому полі."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Будь-ласка, використовуйте лише літери (а-я) або цифри (0-9) для цього поля. Використання пробілів та інших знаків заборонено."
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Будь-ласка, використовуйте лише літери (а-я), цифри (0-9), пробіли або # для цього поля"
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Будь-ласка, використовуйте наступний формат дати: дд/мм/рррр. Наприклад 17/03/2006 для 17го Березня, 2006 року."
"Please, add a few answers to this poll first","Будь-ласка, додайте спершу кілька питань до цього опитування "
"Please fill in 'email' field.","Будь-ласка, заповність поле 'email' адреси."
"Please wait...","Будь-ласка, зечекайте..."
"Please wait, loading...","Будь-ласка, зечекайте.Йде завантаження.."
"Please confirm site switching. All data that hasn't been saved will be lost.","Будь-ласка, підтвердіть переключення на сайт. Всі незбережені дані будуть втрачені."
"Please make sure that all global admin search modules are installed and activated.","Будь-ласка, переконайтесь в тому, що всі глобальні адміністративні пошукові модулі встановлені та активовані."
"Please make sure that your changes were saved before running the profile.","Будь-ласка, переконайтесь в тому, що Ваші зміни були зережені перед активуванням профілю."
"Please make sure your passwords match.","Будь-ласка, переконайтесь в тому, що Ваші паролі співпадають."
"Invoice #%s comment added","Було долано нотатку до Рахунку #%s "
"Preferred state","Бажаний стан"
"In","В"
"In Database:","В базі даних:"
"Total","Всього"
"Total of %d record(s) were successfully deleted","Всього %d запис(ів) були успішно видалені"
"Total of %d record(s) were successfully updated","Всього %d запис(ів) були успішно оновлені"
"Total %d records found","Всього %d записів знайдено"
"All","Всі"
"All rates were fetched, click on ""Save"" to apply","Всі ставки були вибрані, натисність""Зберегти"" для застосування"
"All Tags","Всі теги"
"All Files","Всі файли"
"All Websites","Всі вебсайти"
"All valid rates successfully saved","Всі дійсні ставки були успішно збережені"
"All Allowed Countries","Всі дозволені країни"
"All countries","Всі країни"
"All Store Views","Всі магазини"
"All possible rates were fetched, click on ""Save"" to apply","Всі можливі ставки були вибрані, натисність""Зберегти"" для застосування"
"All fields","Всі поля"
"Install","Встановити"
"Install Package File","Встановити файл пакета"
"Installing $pkg, please wait...","Встановлюється $pkg, будь-ласка, зачекайте..."
"Installed Version","Встановлена версія"
"Installed As","Встановлено як"
"From","Від"
"No search keywords.","Відсутні ключові слова для пошуку."
"Track this shipment","Відслідкувати цю доставку"
"Track order","Відслідкувати замовдення"
"Remote FTP","Віддалений FTP"
"Remote URL:","Віддалений URL:"
"Display default currency","Відображати валюту за замовчуванням"
"Sender","Відправник"
"Visibility:","Втдимість:"
"Login","Вхід"
"Grand Total","ВСЬОГО"
"Options","Варіанти"
"Subtotal","Вартість товару"
"Subtotal Amount","Вартість товару"
"Shipping Price","Вартість доставки"
"Currency","Валюта"
"Enclose Values In:","Взяти значення в:"
"You successfully logged out.","Ви успішно вийшли з системи."
"Logged in as %s","Ви увійшли як %s"
"Are you sure you wish to UPGRADE all selected packages?","Ви впевнені, що бажаєте ОНОВИТИ всі вибрані пакети?"
"Are you sure that you want to delete this template?","Ви впевнені, що бажаєте видалити цей шаблон?"
"Are you sure that you want to strip tags?","Ви впевнені, що бажаєте забрати мітки?"
"Are you sure you wish to INSTALL all selected packages?","Ви впевнені, що бажаєте ВСТАНОВИТИ всі вибрані пакети?"
"Are you sure you wish to UNINSTALL all selected packages?","Ви впевнені, що бажаєте ВИДАЛИТИ всі вибрані пакети"
"Are you sure you want to do this?","Ви впевнені?"
"You can not delete self assigned roles.","Ви не можете видалити ролі, призначені самому собі ."
"You cannot delete account of yourself","Ви не можете видалити Ваш власний обліковий запис"
"Date selector","Вибір дати"
"Select Visible","Вибрати видимі"
"Choose an attribute","Виберіть атрибут"
"Select Range","Виберіть діапазон"
"Select Date","Виберіть дату"
"Choose Store View","Виберіть магазин"
"Uninstalling $pkg, please wait...","Видаляється $pkg. Зачекайте, будь-ласка..."
"Delete","Видалити"
"Remove","Видалити"
"Uninstall","Видалити"
"Delete Template","Видалити шаблон"
"Delete Role","Видалити роль"
"Delete Website","Видалити вебсайт"
"Delete User","Видалити користувача"
"Delete Store View","Видалити магазин"
"Delete Profile","Видалити профіль"
"Log Out","Вийти"
"Exclude","Виключити"
"Exclude (comma separated)","Виключити (через кому)"
"Only mapped fields","Виключно співставлені поля"
"Switch/Solo Only","Виключно Switch/Solo"
"Switch/Solo/Maestro(UK Domestic) Only","Виключно Switch/Solo/Maestro(UK Domestic)"
"Use website","Використати вебсайт"
"Use Default Value","Використати значення за замовчуванням"
"Use default","Використати значення за замовчуванням"
"Starting profile execution, please wait...","Виконується профіль, зачекайте..."
"Running:","Виконується:"
"Submit","Виконати"
"Finished profile execution.","Виконання профілю завершено."
"Performed At","Виконано"
"Disable","Вимкнути"
"Disabled","Вимкнено"
"Invalid Import Service Specified","Вказано невірну послугу імпорту"
"Include","Включити"
"Template Content","Вміст шаблону"
"Version","Версія"
"API Version","Версія API"
"Release Version","Версія релізу"
"Version:","Версія:"
"Card Verification Number","Верифікаційний номер картки"
"Website","Вебсайт"
"Big Image","Велике зображеняя"
"Guest","Гість"
"Aggregate Order","Групувати замовлення"
"Customer Group:","Група клієнтів:"
"Store","Група магазинів"
"Store:","Група магазинів:"
"Group:","Група:"
"Manage Stores","Групи магазинів"
"Gb","Гб"
"Global Attribute","Глобальний атрибут"
"Global Record Search","Глобальний пошук"
"Home","Головна"
"Action","Дія"
"Profile Action","Дія"
"Direction:","Дія:"
"Actions","Дії"
"Actions XML","Дії XML"
"website(%s) scope","Діапазон вебсайту(%s)"
"Default scope","Діапазон за замовчуванням"
"Switch/Solo card start Date: %s/%s","Дата дійсності картки Switch/Solo : %s/%s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Дата дійсності картки Switch/Solo/Maestro(UK Domestic): %s/%s"
"Expiration Date","Дата завершення"
"Expiration Date: %s/%s","Дата завершення: %s/%s"
"Start Date","Дата початку"
"Date:","Дата:"
"Resources","Дані"
"Role Resources","Дані ролі"
"Roles Resources","Дані ролі"
"Package %s data was successfully loaded","Дані пакету %s були спішно завантажені"
"Both (without and with tax)","Два варіанти(з та без опадаткування)"
"Design","Дизайн"
"No records found for this period.","Для вказаного періоду не знайдено жодного запису."
"To","До"
"Pending installation...","До встановлення..."
"Resource Access","Доступ до даних"
"Access Deny","Доступ заборонений"
"Access Denied.","Доступ заборонено."
"Only attributes with scope ""Global"", input type ""Dropdown"" and Use To Create Configurable Product ""Yes"" are available.","Доступні виключно атрибути з діапазоном ""Глобальне значення"", поля вводу типу ""Випадаюче меню"" та для створення конфігурованого продукту ."
"Shipping","Доставка"
"Add Field Mapping","Додати спіставлення полів"
"Add New Role","Додати нову роль"
"Add new Role","Додати нову роль"
"Add New Template","Додати новий шаблн"
"Add New Urlrewrite","Додати новий Urlrewrite"
"Add New Profile","Додати новий профіль"
"Add New User","Додати нового користувача"
"Add New Image","Додати нове зображення"
"Optional","Додатково"
"Date Added","Додано"
"Credit Memo #%s comment added","Додано коментар до історії платежів #%s"
"Connect with the Magento Community","Долучайтесь до спільноти Magento"
"Get help for this page","Допомога"
"Help Us Keep Magento Healthy - Report All Bugs","Допоможіть Нам покращити Magento - Повідомляйте про всі помилки"
"Some of the ordered items don't exist in the catalog anymore and will be removed if you try to edit the order.","Деякі замовлені товари більше не існують в каталозі і будуть видалені при редагуванні замовлення."
"Customer Since:","Є клієнтом з:"
"Invoice History","Історія рахунків"
"Shipment History","Історія доставки"
"Comments History","Історія коментарів"
"Credit Memo History","Історія повернення платежів"
"Ignore","Ігнорувати"
"Thumbnail","Іконка"
"Product Thumbnail Itself","Іконка товару"
"Parent Product Thumbnail","Іконка батьківського продукту"
"First Name","Ім'я"
"Firstname","Ім'я"
"Customer Name","Ім'я клієнта"
"User Name","Ім'я користувача"
"User name","Ім'я користувача"
"User Name:","Ім'я користувача:"
"Name on Card","Ім'я на Картці"
"Name on the Card: %s","Ім'я на Картці: %s"
"First Name:","Ім'я:"
"Import","Імпорт"
"Import Service","Імпорт послуг"
"Import/Export","Імпорт/Експорт"
"Imported <strong>%s</strong> records","Імпортовано <strong>%s</strong> записів"
"Tools","Інструменти"
"Interactive","Інтерактивна"
"The information in this tab has been changed.","Інформація в цій закладці була змінена."
"Template Information","Інформація про шаблон"
"File Information","Інформація про файл"
"Role Info","Інформація про роль"
"Role Information","Інформація про роль"
"User Roles Information","Інформація про ролі користувача"
"Release Info","Інформація про реліз"
"Block Information","Інформація про блок"
"Installed Extension Info","Інформація про встановлений модуль"
"Currency Information","Інформація про валюту"
"User Info","Інформація про користувача"
"User Information","Інформація про користувача"
"Sitemap Information","Інформація про мапу сайту"
"Remote Extension Info","Інформація про модуль з сервера"
"Account Information","Інформація про обліковий запис"
"Package Info","Інформація про пакет"
"Package Information","Інформація про пакет"
"Individual Item","Індивідуальна одиниця"
"Profile Information","Інофрмація про профіль"
"Export","Експорт"
"Export CSV","Експорт CSV"
"Export:","Експорт:"
"Export to:","Експортувати в:"
"License","Ліцензія"
"License URI","Ліцензія URI"
"License:","Ліцензія:"
"Changelog","Лог змін"
"Profile History","Лог профілів"
"Magento Logo","Логотип Magento"
"Locale","Локальний"
"Local Server","Локальний сервер"
"Interface Locale: %s","Локальний інтерфейс: %s"
"Local/Remote Server","Локальний/Віддалений сервер"
"Installing selected packages, please wait...","Йде встановлення вибраних пкетів, будь-ласка, зачекайте..."
"Uninstalling selected packages, please wait...","Йде видалення вибраних пакетів.Зачекайте, будь-ласка..."
"Downloading and installing $pkg, please wait...","Йде завантаження та встановлення $pkg, зачекайте, будь-ласка..."
